"","ID","round","moved","y"
"406",121,3,0,1
"407",123,0,0,1
"408",123,1,0,1
"409",123,2,0,1
"410",123,3,0,1
"411",124,0,0,1
"412",124,1,0,1
"413",124,2,0,1
"414",124,3,0,1
"415",125,0,0,1
"416",125,1,0,1
"417",125,2,0,1
"418",125,3,0,1
"419",126,0,0,1
"420",126,1,0,1
"421",126,2,0,1
"422",126,3,0,1
"423",127,0,0,1
"424",127,1,0,1
"425",127,2,0,1
"426",127,3,0,1
"427",128,0,0,1
"428",128,1,0,1
"429",128,2,0,1
"430",128,3,0,1
"431",129,0,0,1
"432",129,1,0,1
"433",129,2,1,0
"434",129,3,0,1
"435",131,0,0,0
"436",131,1,0,1
"437",131,2,1,0
"438",131,3,1,1
"439",132,0,0,1
"440",132,1,0,1
"441",132,2,0,1
"442",132,3,0,1
"443",133,0,0,1
"444",133,1,0,1
"445",133,2,0,1
"446",133,3,0,1
"447",134,0,0,1
"448",134,1,0,1
"449",134,2,0,1
"450",134,3,0,1
"451",135,0,1,0
"452",135,1,1,0
"453",135,2,1,0
"454",135,3,1,0
"455",136,0,1,0
"456",136,1,1,1
"457",136,2,1,1
"458",136,3,1,0
"459",138,0,0,1
"460",138,1,0,1
"461",138,2,0,1
"462",138,3,0,1
"463",139,0,1,1
"464",139,1,1,0
"465",139,2,1,0
"466",139,3,1,0
"467",140,0,0,1
"468",140,1,0,1
"469",140,2,0,1
"470",140,3,0,1
"471",141,0,0,1
"472",141,1,0,1
"473",141,2,0,1
"474",141,3,1,1
"475",142,0,0,1
"476",142,1,0,1
"477",142,2,0,0
"478",142,3,0,1
"479",143,0,1,1
"480",143,1,0,1
"481",143,2,0,1
"482",143,3,0,1
"483",144,0,0,1
"484",144,1,1,0
"485",144,2,0,1
"486",144,3,0,1
"487",145,0,0,1
"488",145,1,0,1
"489",145,2,0,1
"490",145,3,0,1
"491",146,0,0,1
"492",146,1,0,0
"493",146,2,0,0
"494",146,3,0,0
"495",147,0,0,1
"496",147,1,0,1
"497",147,2,0,0
"498",147,3,0,1
"499",149,0,0,0
"500",149,1,0,0
"501",149,2,0,0
"502",149,3,0,1
"503",151,0,0,1
"504",151,1,0,0
"505",151,2,0,0
"506",151,3,0,1
"507",152,0,0,0
"508",152,1,0,0
"509",152,2,0,0
"510",152,3,0,1
"511",153,0,1,1
"512",153,1,1,0
"513",153,2,1,0
"514",153,3,1,0
"515",154,0,1,1
"516",154,1,1,0
"517",154,2,1,1
"518",154,3,1,0
"519",155,0,0,1
"520",155,1,0,1
"521",155,2,0,1
"522",155,3,0,1
"523",156,0,0,1
"524",156,1,0,1
"525",156,2,0,1
"526",156,3,1,1
"527",157,0,1,1
"528",157,1,1,0
"529",157,2,1,0
"530",157,3,1,1
"531",158,0,0,1
"532",158,1,0,1
"533",158,2,1,0
"534",158,3,1,0
"535",159,0,0,1
"536",159,1,0,1
"537",159,2,1,1
"538",159,3,1,0
"539",160,0,1,1
"540",160,1,1,0
"541",160,2,1,0
"542",160,3,1,0
"543",161,0,0,1
"544",161,1,0,1
"545",161,2,0,1
"546",161,3,0,1
"547",162,0,1,1
"548",162,1,1,1
"549",162,2,1,0
"550",162,3,0,0
"551",163,0,1,0
"552",163,1,1,1
"553",163,2,1,0
"554",163,3,1,1
"555",164,0,0,1
"556",164,1,0,1
"557",164,2,0,1
"558",164,3,0,1
"559",165,0,1,0
"560",165,1,1,0
"561",165,2,1,0
"562",165,3,1,1
"563",166,0,0,0
"564",166,1,0,0
"565",166,2,0,0
"566",166,3,0,1
"567",167,0,1,1
"568",167,1,1,0
"569",167,2,1,0
"570",167,3,1,0
"571",169,0,1,1
"572",169,1,1,1
"573",169,2,1,0
"574",170,0,1,0
"575",170,1,0,1
"576",170,2,1,1
"577",170,3,1,1
"578",171,0,0,1
"579",171,1,0,1
"580",171,2,0,1
"581",171,3,0,1
"582",175,0,0,1
"583",175,1,0,1
"584",175,2,0,1
"585",175,3,0,1
"586",176,0,0,1
"587",176,1,1,1
"588",176,2,1,1
"589",176,3,0,1
"590",177,0,1,1
"591",177,1,1,1
"592",177,2,1,1
"593",177,3,1,0
"594",179,0,0,1
"595",179,1,0,1
"596",179,2,0,1
"597",179,3,0,1
"598",180,0,0,1
"599",180,1,1,0
"600",180,2,0,1
"601",180,3,0,1
"602",183,0,1,0
"603",183,1,0,0
"604",183,2,1,0
"605",183,3,0,0
"606",187,0,1,1
"607",187,1,1,0
"608",187,2,1,0
"609",187,3,1,1
"610",189,0,1,1
"611",189,1,1,0
"612",189,2,1,0
"613",189,3,1,1
"614",192,0,0,1
"615",192,1,0,1
"616",192,2,0,1
"617",192,3,0,1
"618",194,0,0,1
"619",194,1,0,1
"620",194,2,0,1
"621",194,3,0,1
"622",197,0,0,1
"623",197,1,0,1
"624",197,2,0,1
"625",197,3,0,1
"626",198,0,0,1
"627",198,1,0,1
"628",198,2,0,1
"629",198,3,0,1
"630",199,0,0,1
"631",199,1,0,1
"632",199,2,0,1
"633",199,3,0,1
"634",200,0,1,1
"635",200,1,1,0
"636",200,2,1,0
"637",200,3,0,0
"638",202,0,0,1
"639",202,1,0,1
"640",202,2,0,1
"641",202,3,0,1
"642",204,0,0,1
"643",204,1,0,1
"644",204,2,0,1
"645",204,3,0,1
"646",205,0,0,1
"647",205,1,0,1
"648",205,2,0,1
"649",205,3,0,1
"650",206,0,0,1
"651",206,1,0,1
"652",206,2,0,1
"653",206,3,0,1
"654",207,0,1,1
"655",207,1,1,1
"656",207,2,1,0
"657",207,3,0,1
"658",209,0,0,1
"659",209,1,1,1
"660",209,2,1,1
"661",209,3,0,1
"662",211,0,1,1
"663",211,1,0,1
"664",211,2,1,1
"665",211,3,1,1
"666",213,0,1,1
"667",213,1,1,1
"668",213,2,1,0
"669",213,3,1,0
"670",215,0,0,1
"671",215,1,0,1
"672",215,2,0,1
"673",215,3,0,1
"674",216,0,0,1
"675",216,1,0,1
"676",216,2,0,1
"677",216,3,1,1
"678",217,0,0,1
"679",217,1,0,1
"680",217,2,0,1
"681",217,3,0,1
"682",218,0,0,1
"683",218,1,0,1
"684",218,2,0,1
"685",218,3,0,1
"686",219,0,0,1
"687",219,1,0,1
"688",219,2,0,1
"689",219,3,0,1
"690",220,0,0,1
"691",220,1,0,1
"692",220,2,0,1
"693",220,3,0,1
"694",221,0,1,1
"695",221,1,1,1
"696",221,2,1,1
"697",221,3,1,1
"698",222,0,0,1
"699",222,1,0,1
"700",222,2,0,1
"701",222,3,0,1
"702",223,0,0,1
"703",223,1,0,1
"704",223,2,0,1
"705",223,3,0,1
"706",224,0,0,1
"707",224,1,0,1
"708",224,2,0,1
"709",224,3,1,1
"710",225,0,0,1
"711",225,1,0,1
"712",225,2,0,1
"713",225,3,0,1
"714",226,0,0,0
"715",226,1,0,1
"716",226,2,0,0
"717",226,3,0,0
"718",227,0,0,1
"719",227,1,0,1
"720",227,2,0,1
"721",227,3,0,1
"722",228,0,0,1
"723",228,1,0,1
"724",228,2,0,1
"725",228,3,0,1
"726",229,0,0,1
"727",229,1,0,1
"728",229,2,0,1
"729",229,3,0,1
"730",231,0,1,1
"731",231,1,1,1
"732",231,2,1,1
"733",231,3,1,1
"734",232,0,0,1
"735",232,1,0,1
"736",232,2,0,1
"737",232,3,0,1
"738",233,0,1,1
"739",233,1,1,1
"740",233,2,1,0
"741",233,3,1,1
"742",234,0,0,1
"743",234,1,0,1
"744",234,2,0,1
"745",234,3,0,1
"746",235,0,0,1
"747",235,1,0,1
"748",235,2,0,1
"749",235,3,0,1
"750",236,0,0,1
"751",236,1,0,1
"752",236,2,0,1
"753",236,3,0,1
"754",237,0,0,1
"755",237,1,0,1
"756",237,2,0,1
"757",237,3,0,1
"758",239,0,1,1
"759",239,1,0,0
"760",239,2,1,0
"761",239,3,1,0
"762",240,0,1,1
"763",240,1,1,0
"764",240,2,1,0
"765",240,3,1,0
"766",242,0,1,1
"767",242,1,1,0
"768",242,2,1,1
"769",242,3,0,1
"770",244,0,1,0
"771",244,1,1,0
"772",244,2,1,0
"773",244,3,1,0
"774",245,0,1,1
"775",245,1,1,0
"776",245,2,1,1
"777",245,3,1,1
"778",246,0,0,1
"779",246,1,0,1
"780",246,2,0,1
"781",246,3,0,1
"782",252,0,1,1
"783",252,1,1,1
"784",252,2,1,1
"785",252,3,1,0
"786",253,0,1,1
"787",253,1,1,1
"788",253,2,1,1
"789",253,3,1,1
"790",255,0,0,1
"791",255,1,0,1
"792",255,2,0,0
"793",255,3,0,1
"794",257,0,1,1
"795",257,1,1,0
"796",257,2,0,1
"797",257,3,1,0
"798",258,0,1,1
"799",258,1,1,0
"800",258,2,1,0
"801",258,3,1,0
"802",260,0,1,0
"803",260,1,1,1
"804",260,2,1,1
"805",260,3,1,1
"806",262,0,1,1
"807",262,1,1,0
"808",262,2,1,0
"809",262,3,1,0
"810",263,0,1,1
"811",263,1,1,1
"812",263,2,1,1
"813",263,3,1,1
"814",264,0,0,1
"815",264,1,1,1
"816",264,2,0,1
"817",264,3,0,1
"818",265,0,1,1
"819",265,1,1,0
"820",265,2,1,1
"821",265,3,1,1
"822",266,0,1,1
"823",266,1,1,1
"824",266,2,1,0
"825",266,3,1,1
"826",267,0,1,1
"827",267,1,1,1
"828",267,2,1,1
"829",267,3,0,1
"830",268,0,0,1
"831",268,1,0,1
"832",268,2,0,1
"833",268,3,0,1
"834",270,0,1,0
"835",270,1,1,0
"836",270,2,1,1
"837",270,3,1,1
"838",272,0,1,0
"839",272,1,0,0
"840",272,2,1,0
"841",272,3,0,0
"842",273,0,1,0
"843",273,1,1,0
"844",273,2,1,0
"845",273,3,1,0
"846",274,0,0,1
"847",274,1,0,1
"848",274,2,1,1
"849",274,3,1,1
"850",275,0,1,0
"851",275,1,1,1
"852",275,2,1,1
"853",275,3,1,0
"854",276,0,1,1
"855",276,1,0,0
"856",276,2,1,0
"857",276,3,1,0
"858",277,0,1,0
"859",277,1,1,0
"860",277,2,1,0
"861",277,3,1,0
"862",278,0,1,1
"863",278,2,1,1
"864",278,3,1,0
"865",279,0,1,0
"866",279,1,1,0
"867",279,2,1,0
"868",279,3,1,0
"869",280,0,1,0
"870",280,1,1,0
"871",280,2,1,0
"872",280,3,1,0
"873",281,0,0,1
"874",281,1,0,1
"875",281,2,1,1
"876",281,3,1,1
"877",282,0,1,1
"878",282,1,1,1
"879",282,2,1,0
"880",282,3,1,0
"881",283,0,1,1
"882",283,1,0,0
"883",283,2,1,0
"884",283,3,1,0
"885",284,0,0,1
"886",284,1,1,0
"887",284,2,1,1
"888",284,3,1,1
"889",285,0,0,0
"890",285,1,0,0
"891",285,2,0,1
"892",285,3,0,1
"893",286,0,0,0
"894",286,1,0,1
"895",286,2,0,1
"896",286,3,0,1
"897",287,0,1,0
"898",287,1,1,0
"899",287,2,1,0
"900",287,3,1,0
"901",288,0,0,0
"902",288,1,0,0
"903",288,2,0,0
"904",288,3,0,0
"905",290,0,1,0
"906",290,1,1,1
"907",290,2,1,1
"908",290,3,0,1
"909",291,0,1,0
"910",291,1,1,1
"911",291,2,1,1
"912",291,3,1,0
"913",292,0,1,1
"914",292,1,1,0
"915",292,2,1,0
"916",292,3,1,0
"917",293,0,0,0
"918",293,1,0,1
"919",293,2,0,1
"920",293,3,1,1
"921",294,0,1,0
"922",294,1,1,0
"923",294,2,1,0
"924",294,3,1,1
"925",295,0,1,1
"926",295,1,1,0
"927",295,2,1,0
"928",295,3,1,0
"929",300,0,1,0
"930",300,1,1,0
"931",300,2,1,0
"932",300,3,1,0
"933",301,0,1,1
"934",301,1,1,1
"935",301,2,1,0
"936",301,3,1,1
"937",302,0,1,0
"938",302,1,1,0
"939",302,2,1,0
"940",302,3,1,1
"941",305,0,1,0
"942",305,1,1,0
"943",305,2,1,0
"944",305,3,1,1
"945",306,0,1,1
"946",306,1,1,0
"947",306,2,1,0
"948",306,3,1,0
"949",307,0,1,0
"950",307,1,1,1
"951",307,2,1,0
"952",307,3,1,0
"953",308,0,1,1
"954",308,1,1,0
"955",308,2,1,0
"956",308,3,1,1
"957",309,0,1,0
"958",309,1,1,0
"959",309,2,1,0
"960",309,3,1,0
"961",310,0,1,1
"962",310,1,1,1
"963",310,2,1,0
"964",310,3,1,0
"965",313,0,1,1
"966",313,1,1,0
"967",313,2,1,0
"968",313,3,1,0
"969",314,0,1,1
"970",314,1,1,0
"971",314,2,1,0
"972",314,3,1,0
"973",318,0,1,1
"974",318,1,1,0
"975",318,2,1,1
"976",318,3,1,0
"977",319,0,0,1
"978",319,1,1,0
"979",319,2,1,1
"980",319,3,1,1
"981",320,0,1,1
"982",320,1,1,1
"983",320,2,1,1
"984",320,3,1,1
"985",321,0,1,1
"986",321,1,1,1
"987",321,2,1,1
"988",321,3,1,1
"989",322,0,1,0
"990",322,1,1,0
"991",322,2,1,0
"992",322,3,1,0
"993",323,0,1,1
"994",323,1,1,0
"995",323,2,0,1
"996",323,3,1,1
"997",324,0,1,0
"998",324,1,1,1
"999",324,2,1,1
"1000",324,3,1,1
"1001",325,0,1,0
"1002",325,1,0,0
"1003",325,2,1,1
"1004",325,3,1,1
"1005",326,0,1,1
"1006",326,1,0,0
"1007",326,2,1,1
"1008",326,3,1,1
"1009",327,0,1,1
"1010",327,1,0,0
"1011",327,2,1,0
"1012",327,3,1,0
"1013",328,0,1,1
"1014",328,1,0,0
"1015",328,2,1,0
"1016",328,3,0,1
"1017",330,0,1,1
"1018",330,1,1,1
"1019",330,2,1,0
"1020",330,3,1,1
"1021",331,0,1,0
"1022",331,1,1,0
"1023",331,2,0,1
"1024",331,3,0,1
"1025",332,0,1,1
"1026",332,1,1,1
"1027",332,2,1,1
"1028",332,3,0,1
"1029",334,0,0,0
"1030",334,1,0,0
"1031",334,2,0,1
"1032",334,3,0,1
"1033",336,0,0,0
"1034",336,1,0,0
"1035",336,2,0,1
"1036",336,3,0,1
"1037",337,0,1,0
"1038",337,1,0,0
"1039",337,2,0,0
"1040",337,3,1,0
"1041",339,0,0,1
"1042",339,1,0,0
"1043",339,2,0,0
"1044",339,3,0,1
"1045",340,0,0,0
"1046",340,1,0,0
"1047",340,2,0,0
"1048",340,3,0,0
"1049",341,0,1,0
"1050",341,1,1,0
"1051",341,2,1,0
"1052",341,3,1,0
"1053",342,0,0,1
"1054",342,1,0,1
"1055",342,2,0,1
"1056",342,3,0,0
"1057",343,0,0,0
"1058",343,1,0,0
"1059",343,2,0,0
"1060",343,3,0,0
"1061",344,0,1,1
"1062",344,1,1,0
"1063",344,2,1,1
"1064",344,3,1,1
"1065",345,0,0,1
"1066",345,1,0,1
"1067",345,2,0,1
"1068",345,3,0,1
"1069",347,0,1,0
"1070",347,1,1,0
"1071",347,2,1,0
"1072",347,3,1,0
"1073",353,0,0,0
"1074",353,1,1,0
"1075",353,2,1,0
"1076",353,3,1,0
"1077",355,1,0,1
"1078",355,2,0,1
"1079",355,3,0,1
"1080",357,0,0,0
"1081",357,1,0,0
"1082",357,2,1,0
"1083",357,3,1,0
"1084",358,0,0,0
"1085",358,1,0,1
"1086",358,2,0,1
"1087",358,3,0,1
"1088",359,0,0,0
"1089",359,1,0,0
"1090",359,2,0,1
"1091",359,3,0,1
"1092",360,0,1,1
"1093",360,1,0,1
"1094",360,2,0,1
"1095",360,3,0,1
"1096",363,0,1,0
"1097",363,1,1,0
"1098",363,2,1,0
"1099",363,3,1,0
"1100",364,0,1,1
"1101",364,1,1,0
"1102",364,2,1,1
"1103",364,3,1,0
"1104",366,0,1,0
"1105",366,1,1,0
"1106",366,2,1,1
"1107",366,3,1,0
"1108",367,0,1,1
"1109",367,1,1,1
"1110",367,2,1,1
"1111",367,3,1,0
"1112",368,0,1,1
"1113",368,1,1,0
"1114",368,2,1,0
"1115",368,3,1,0
"1116",369,0,0,1
"1117",369,1,0,1
"1118",369,2,0,1
"1119",369,3,0,1
"1120",370,0,0,0
"1121",370,1,0,1
"1122",370,2,0,1
"1123",370,3,0,1
"1124",371,0,1,0
"1125",371,1,1,0
"1126",371,2,1,0
"1127",371,3,1,0
"1128",372,0,1,1
"1129",372,1,1,0
"1130",372,2,0,0
"1131",372,3,0,0
"1132",373,0,1,1
"1133",373,1,1,0
"1134",373,2,1,0
"1135",373,3,1,0
"1136",375,0,1,1
"1137",375,1,1,0
"1138",375,2,1,0
"1139",375,3,1,0
"1140",377,0,1,0
"1141",377,1,1,0
"1142",377,2,0,0
"1143",377,3,1,0
"1144",379,0,1,1
"1145",379,1,1,0
"1146",379,2,1,1
"1147",379,3,1,1
"1148",380,0,0,0
"1149",380,1,0,1
"1150",380,2,1,1
"1151",380,3,0,1
"1152",381,0,1,0
"1153",381,1,1,0
"1154",381,2,1,0
"1155",381,3,1,0
"1156",383,0,1,0
"1157",383,1,1,0
"1158",383,2,1,0
"1159",383,3,1,0
"1160",384,0,0,1
"1161",384,1,0,1
"1162",384,2,0,1
"1163",384,3,0,1
"1164",385,0,0,1
"1165",385,1,0,1
"1166",385,2,0,1
"1167",385,3,0,1
"1168",386,0,1,0
"1169",386,1,1,1
"1170",386,2,1,1
"1171",386,3,1,1
"1172",388,0,1,0
"1173",388,1,1,0
"1174",388,2,1,0
"1175",388,3,1,0
"1176",389,0,1,0
"1177",389,1,1,0
"1178",389,2,1,0
"1179",389,3,1,0
"1180",392,0,1,0
"1181",392,1,1,0
"1182",392,2,1,0
"1183",392,3,1,0
"1184",395,0,1,0
"1185",395,1,0,0
"1186",395,2,1,0
"1187",395,3,1,0
"1188",396,0,1,1
"1189",396,1,1,0
"1190",396,2,1,1
"1191",396,3,1,1
"1192",397,0,0,1
"1193",397,1,0,0
"1194",397,2,0,0
"1195",397,3,0,0
"1196",398,0,0,0
"1197",398,1,0,0
"1198",398,2,0,0
"1199",398,3,0,0
"1200",399,0,1,0
"1201",399,1,0,0
"1202",399,2,0,0
"1203",399,3,0,0
"1204",400,0,0,1
"1205",400,1,0,1
"1206",400,2,0,1
"1207",400,3,1,1
"1208",402,0,1,0
"1209",402,1,0,0
"1210",402,2,0,0
"1211",402,3,0,0
"1212",403,0,1,1
"1213",403,1,1,1
"1214",403,2,1,1
"1215",403,3,1,1
"1216",404,0,0,1
"1217",404,1,0,1
"1218",404,2,0,0
"1219",404,3,0,1
"1220",405,0,1,0
"1221",405,1,0,1
"1222",405,2,0,0
"1223",405,3,0,1
"1224",407,0,0,1
"1225",407,1,0,1
"1226",407,2,0,1
"1227",407,3,0,1
"1228",408,0,0,1
"1229",408,1,0,0
"1230",408,2,0,1
"1231",408,3,0,1
"1232",410,0,1,1
"1233",410,1,0,0
"1234",410,2,0,0
"1235",410,3,0,1
"1236",411,0,1,1
"1237",411,1,0,0
"1238",411,2,1,0
"1239",411,3,0,0
"1240",412,0,1,1
"1241",412,1,1,1
"1242",412,2,1,1
"1243",412,3,1,0
"1244",413,0,1,1
"1245",413,1,1,1
"1246",413,2,1,1
